,Date,Open,High,Low,Close
60,06/10/2019 03:00,1.13171,1.13171,1.13162,1.13163
61,06/10/2019 03:01,1.13162,1.13164,1.13162,1.13163
62,06/10/2019 03:02,1.13163,1.13165,1.13163,1.13165
63,06/10/2019 03:03,1.13164,1.13165,1.1316,1.1316
64,06/10/2019 03:04,1.1316,1.13161,1.13143,1.13159
65,06/10/2019 03:05,1.1316,1.13163,1.13159,1.13163
66,06/10/2019 03:06,1.13163,1.13164,1.13162,1.13164
67,06/10/2019 03:07,1.13163,1.13169,1.13163,1.13168
68,06/10/2019 03:08,1.13171,1.13174,1.13164,1.13168
69,06/10/2019 03:09,1.13169,1.1317,1.13167,1.13167
70,06/10/2019 03:10,1.13167,1.1317,1.13167,1.13169
71,06/10/2019 03:11,1.13169,1.1317,1.13168,1.13168
72,06/10/2019 03:12,1.13167,1.13167,1.13158,1.13159
73,06/10/2019 03:13,1.13161,1.13168,1.13161,1.13167
74,06/10/2019 03:14,1.13167,1.13169,1.13164,1.13169
75,06/10/2019 03:15,1.13167,1.13167,1.1316,1.13163
76,06/10/2019 03:16,1.13164,1.13164,1.13163,1.13163
77,06/10/2019 03:17,1.13163,1.13164,1.13162,1.13163
78,06/10/2019 03:18,1.13163,1.13164,1.13162,1.13163
79,06/10/2019 03:19,1.13163,1.1317,1.13161,1.13169
80,06/10/2019 03:20,1.13171,1.13171,1.13166,1.13168
81,06/10/2019 03:21,1.13167,1.13169,1.13165,1.13168
82,06/10/2019 03:22,1.13169,1.1317,1.13166,1.1317
83,06/10/2019 03:23,1.13169,1.13171,1.13169,1.1317
84,06/10/2019 03:24,1.13171,1.13172,1.13167,1.13171
85,06/10/2019 03:25,1.1317,1.13171,1.1317,1.1317
86,06/10/2019 03:26,1.13169,1.1317,1.13169,1.1317
87,06/10/2019 03:27,1.13169,1.1317,1.13166,1.13167
88,06/10/2019 03:28,1.13166,1.13171,1.13166,1.13171
89,06/10/2019 03:29,1.13171,1.13176,1.13171,1.13175
90,06/10/2019 03:30,1.13176,1.13176,1.13169,1.1317
91,06/10/2019 03:31,1.1317,1.13176,1.1317,1.13174
92,06/10/2019 03:32,1.13175,1.13182,1.13174,1.13178
93,06/10/2019 03:33,1.1318,1.1318,1.13175,1.1318
94,06/10/2019 03:34,1.1318,1.13181,1.13177,1.13178
95,06/10/2019 03:35,1.13177,1.13181,1.13177,1.1318
96,06/10/2019 03:36,1.13179,1.1318,1.13179,1.13179
97,06/10/2019 03:37,1.1318,1.1318,1.13177,1.13178
98,06/10/2019 03:38,1.13179,1.13179,1.13176,1.13176
99,06/10/2019 03:39,1.13175,1.13175,1.13174,1.13175
100,06/10/2019 03:40,1.13175,1.1318,1.13175,1.13178
101,06/10/2019 03:41,1.13179,1.13181,1.13178,1.1318
102,06/10/2019 03:42,1.13179,1.1318,1.13179,1.13179
103,06/10/2019 03:43,1.1318,1.13183,1.13179,1.13179
104,06/10/2019 03:44,1.13179,1.13182,1.13179,1.13181
105,06/10/2019 03:45,1.1318,1.13181,1.13179,1.13179
106,06/10/2019 03:46,1.13179,1.13184,1.13178,1.13184
107,06/10/2019 03:47,1.13187,1.13189,1.13184,1.13184
108,06/10/2019 03:48,1.13185,1.13189,1.13184,1.13189
109,06/10/2019 03:49,1.13189,1.13191,1.13189,1.1319
110,06/10/2019 03:50,1.13191,1.13199,1.1319,1.13198
111,06/10/2019 03:51,1.13198,1.13209,1.13198,1.13208
112,06/10/2019 03:52,1.13207,1.13211,1.13203,1.1321
113,06/10/2019 03:53,1.13211,1.13211,1.13204,1.1321
114,06/10/2019 03:54,1.13211,1.13212,1.13207,1.1321
115,06/10/2019 03:55,1.13211,1.13211,1.13204,1.13207
116,06/10/2019 03:56,1.13208,1.1321,1.13204,1.13205
117,06/10/2019 03:57,1.13204,1.13205,1.13203,1.13204
118,06/10/2019 03:58,1.13204,1.13205,1.13193,1.13194
119,06/10/2019 03:59,1.13193,1.13195,1.13189,1.1319
120,06/10/2019 04:00,1.1319,1.13192,1.13179,1.13191
121,06/10/2019 04:01,1.13191,1.13196,1.13187,1.1319
122,06/10/2019 04:02,1.13189,1.13204,1.13183,1.13204
123,06/10/2019 04:03,1.13205,1.13212,1.13204,1.13212
124,06/10/2019 04:04,1.13212,1.13217,1.13212,1.13217
125,06/10/2019 04:05,1.13218,1.13235,1.13218,1.13232
126,06/10/2019 04:06,1.13232,1.1324,1.13232,1.13233
127,06/10/2019 04:07,1.13232,1.1324,1.13231,1.13232
128,06/10/2019 04:08,1.13232,1.13237,1.13231,1.13235
129,06/10/2019 04:09,1.13234,1.13242,1.13225,1.13242
130,06/10/2019 04:10,1.13241,1.13241,1.13225,1.13225
131,06/10/2019 04:11,1.13225,1.13227,1.13219,1.13224
132,06/10/2019 04:12,1.13225,1.13226,1.1322,1.13222
133,06/10/2019 04:13,1.13224,1.1323,1.13223,1.13224
134,06/10/2019 04:14,1.13224,1.13226,1.13224,1.13224
135,06/10/2019 04:15,1.13224,1.13225,1.13219,1.13223
136,06/10/2019 04:16,1.13222,1.13227,1.13219,1.13227
137,06/10/2019 04:17,1.13226,1.13226,1.13225,1.13226
138,06/10/2019 04:18,1.13226,1.13226,1.13225,1.13225
139,06/10/2019 04:19,1.13225,1.13232,1.13225,1.1323
140,06/10/2019 04:20,1.1323,1.1323,1.13222,1.13227
141,06/10/2019 04:21,1.13226,1.13229,1.13218,1.1322
142,06/10/2019 04:22,1.13221,1.13225,1.1322,1.13224
143,06/10/2019 04:23,1.13225,1.13225,1.13213,1.13214
144,06/10/2019 04:24,1.13215,1.13225,1.13214,1.13224
145,06/10/2019 04:25,1.13223,1.13223,1.1322,1.1322
146,06/10/2019 04:26,1.13219,1.13219,1.13209,1.1321
147,06/10/2019 04:27,1.13211,1.13211,1.13203,1.13209
148,06/10/2019 04:28,1.13208,1.13209,1.13205,1.13205
149,06/10/2019 04:29,1.13205,1.13209,1.13205,1.13208
150,06/10/2019 04:30,1.1321,1.1321,1.13208,1.13208
151,06/10/2019 04:31,1.13209,1.1321,1.13198,1.1321
152,06/10/2019 04:32,1.13211,1.13233,1.13211,1.13231
153,06/10/2019 04:33,1.1323,1.13235,1.1323,1.13233
154,06/10/2019 04:34,1.13234,1.1324,1.1323,1.13236
155,06/10/2019 04:35,1.13236,1.13238,1.1323,1.13236
156,06/10/2019 04:36,1.13236,1.13239,1.1323,1.13231
157,06/10/2019 04:37,1.1323,1.13234,1.1323,1.13231
158,06/10/2019 04:38,1.13231,1.13242,1.13231,1.13241
159,06/10/2019 04:39,1.1324,1.13241,1.1323,1.13232
160,06/10/2019 04:40,1.13231,1.13233,1.13226,1.13227
161,06/10/2019 04:41,1.13226,1.13229,1.13222,1.13226
162,06/10/2019 04:42,1.13227,1.13227,1.1322,1.1322
163,06/10/2019 04:43,1.1322,1.13224,1.13214,1.1322
164,06/10/2019 04:44,1.1322,1.13221,1.13211,1.13215
165,06/10/2019 04:45,1.13214,1.1322,1.13198,1.13198
166,06/10/2019 04:46,1.13199,1.13199,1.13188,1.13194
167,06/10/2019 04:47,1.13195,1.13206,1.13192,1.13205
168,06/10/2019 04:48,1.13206,1.1321,1.13204,1.1321
169,06/10/2019 04:49,1.13212,1.13215,1.13207,1.13207
170,06/10/2019 04:50,1.13206,1.13207,1.13199,1.132
171,06/10/2019 04:51,1.13199,1.13204,1.13196,1.13201
172,06/10/2019 04:52,1.13201,1.13201,1.13195,1.13195
173,06/10/2019 04:53,1.13195,1.13195,1.13173,1.13189
174,06/10/2019 04:54,1.13189,1.1319,1.13178,1.13189
175,06/10/2019 04:55,1.13189,1.13193,1.13173,1.13173
176,06/10/2019 04:56,1.13174,1.13176,1.13166,1.13168
177,06/10/2019 04:57,1.13168,1.13169,1.13166,1.13166
178,06/10/2019 04:58,1.13166,1.13168,1.13165,1.13166
179,06/10/2019 04:59,1.13166,1.13166,1.1316,1.13163
180,06/10/2019 05:00,1.13163,1.13168,1.13159,1.13166
181,06/10/2019 05:01,1.13167,1.13168,1.13159,1.1316
182,06/10/2019 05:02,1.13161,1.13161,1.13147,1.13149
183,06/10/2019 05:03,1.13149,1.13152,1.13142,1.1315
184,06/10/2019 05:04,1.1315,1.13152,1.1314,1.13148
185,06/10/2019 05:05,1.13149,1.13149,1.1314,1.1314
186,06/10/2019 05:06,1.1314,1.13144,1.1314,1.13143
187,06/10/2019 05:07,1.13144,1.13146,1.13141,1.13146
188,06/10/2019 05:08,1.13146,1.13148,1.1314,1.13146
189,06/10/2019 05:09,1.13146,1.13149,1.13143,1.13143
190,06/10/2019 05:10,1.13143,1.13149,1.13139,1.13149
191,06/10/2019 05:11,1.13147,1.13147,1.13142,1.13143
192,06/10/2019 05:12,1.13144,1.13144,1.13132,1.13132
193,06/10/2019 05:13,1.13132,1.13135,1.13118,1.13118
194,06/10/2019 05:14,1.13118,1.13125,1.13111,1.13119
195,06/10/2019 05:15,1.1312,1.13134,1.13118,1.13129
196,06/10/2019 05:16,1.13129,1.13136,1.13129,1.13134
197,06/10/2019 05:17,1.13135,1.13135,1.13128,1.13132
198,06/10/2019 05:18,1.13132,1.13135,1.13132,1.13134
199,06/10/2019 05:19,1.13133,1.13136,1.13133,1.13133
200,06/10/2019 05:20,1.13134,1.1314,1.1313,1.1314
201,06/10/2019 05:21,1.13139,1.13139,1.13133,1.13134
202,06/10/2019 05:22,1.13134,1.13134,1.1311,1.1312
203,06/10/2019 05:23,1.13119,1.1312,1.13109,1.13115
204,06/10/2019 05:24,1.13116,1.13126,1.13115,1.13117
205,06/10/2019 05:25,1.13116,1.1312,1.13114,1.13117
206,06/10/2019 05:26,1.13116,1.1312,1.13114,1.13118
207,06/10/2019 05:27,1.13118,1.13123,1.13117,1.1312
208,06/10/2019 05:28,1.13121,1.13124,1.1312,1.1312
209,06/10/2019 05:29,1.1312,1.13133,1.1312,1.13132
210,06/10/2019 05:30,1.13133,1.13134,1.1312,1.1312
211,06/10/2019 05:31,1.1312,1.13124,1.13111,1.13119
212,06/10/2019 05:32,1.13119,1.13122,1.13108,1.13119
213,06/10/2019 05:33,1.13119,1.13129,1.13118,1.13124
214,06/10/2019 05:34,1.13124,1.13129,1.13114,1.13119
215,06/10/2019 05:35,1.13119,1.13122,1.1311,1.13112
216,06/10/2019 05:36,1.13111,1.13119,1.1311,1.13119
217,06/10/2019 05:37,1.13119,1.1312,1.13114,1.13119
218,06/10/2019 05:38,1.1312,1.1312,1.13118,1.13118
219,06/10/2019 05:39,1.13118,1.13119,1.13108,1.13116
220,06/10/2019 05:40,1.13115,1.1312,1.13113,1.13118
221,06/10/2019 05:41,1.13118,1.1313,1.13118,1.13129
222,06/10/2019 05:42,1.13129,1.13134,1.13128,1.13129
223,06/10/2019 05:43,1.13132,1.13135,1.13128,1.13128
224,06/10/2019 05:44,1.13129,1.13134,1.13122,1.13123
225,06/10/2019 05:45,1.13124,1.13125,1.13119,1.13124
226,06/10/2019 05:46,1.13124,1.13126,1.13123,1.13125
227,06/10/2019 05:47,1.13126,1.13126,1.13118,1.13123
228,06/10/2019 05:48,1.13124,1.13124,1.13118,1.13121
229,06/10/2019 05:49,1.13121,1.13134,1.1312,1.13134
230,06/10/2019 05:50,1.13133,1.13136,1.13128,1.1313
231,06/10/2019 05:51,1.13131,1.13139,1.13131,1.13139
232,06/10/2019 05:52,1.13138,1.13145,1.13136,1.13144
233,06/10/2019 05:53,1.13144,1.1315,1.13143,1.13147
234,06/10/2019 05:54,1.13146,1.1315,1.13145,1.1315
235,06/10/2019 05:55,1.1315,1.1315,1.13139,1.1314
236,06/10/2019 05:56,1.13141,1.13154,1.13141,1.13148
237,06/10/2019 05:57,1.13149,1.13154,1.13148,1.13153
238,06/10/2019 05:58,1.13152,1.13153,1.13149,1.13153
239,06/10/2019 05:59,1.13154,1.13158,1.13151,1.13153
240,06/10/2019 06:00,1.13153,1.13153,1.13143,1.13144
241,06/10/2019 06:01,1.13143,1.13144,1.13128,1.13133
242,06/10/2019 06:02,1.13133,1.13139,1.13132,1.13138
243,06/10/2019 06:03,1.13138,1.13139,1.13133,1.13134
244,06/10/2019 06:04,1.13134,1.13143,1.13134,1.13141
245,06/10/2019 06:05,1.13141,1.13142,1.1313,1.13134
246,06/10/2019 06:06,1.13135,1.13138,1.13129,1.13131
247,06/10/2019 06:07,1.1313,1.13133,1.13129,1.13133
248,06/10/2019 06:08,1.13134,1.13137,1.13133,1.13137
249,06/10/2019 06:09,1.13137,1.1315,1.13132,1.13145
250,06/10/2019 06:10,1.13145,1.1315,1.13145,1.13148
251,06/10/2019 06:11,1.13147,1.13148,1.13135,1.13138
252,06/10/2019 06:12,1.13138,1.13139,1.13135,1.13139
253,06/10/2019 06:13,1.13138,1.1314,1.13135,1.13136
254,06/10/2019 06:14,1.13137,1.13138,1.13133,1.13134
255,06/10/2019 06:15,1.13134,1.13135,1.13133,1.13135
256,06/10/2019 06:16,1.13135,1.13143,1.13135,1.13139
257,06/10/2019 06:17,1.1314,1.1314,1.13136,1.13138
258,06/10/2019 06:18,1.13139,1.13139,1.13136,1.13139
259,06/10/2019 06:19,1.13139,1.13139,1.13135,1.13136
260,06/10/2019 06:20,1.13135,1.13137,1.13133,1.13134
261,06/10/2019 06:21,1.13133,1.13135,1.13133,1.13134
262,06/10/2019 06:22,1.13134,1.13138,1.13128,1.13131
263,06/10/2019 06:23,1.13131,1.13133,1.13129,1.13131
264,06/10/2019 06:24,1.13132,1.13134,1.13132,1.13133
265,06/10/2019 06:25,1.13132,1.13133,1.1313,1.13131
266,06/10/2019 06:26,1.13129,1.13134,1.13129,1.13132
267,06/10/2019 06:27,1.13131,1.13131,1.13124,1.13125
268,06/10/2019 06:28,1.13125,1.13125,1.13122,1.13123
269,06/10/2019 06:29,1.13123,1.13125,1.13122,1.13124
270,06/10/2019 06:30,1.13125,1.13125,1.13118,1.13118
271,06/10/2019 06:31,1.13117,1.13128,1.13117,1.13128
272,06/10/2019 06:32,1.13127,1.13132,1.13124,1.13124
273,06/10/2019 06:33,1.13124,1.13124,1.1312,1.13124
274,06/10/2019 06:34,1.13126,1.13127,1.13115,1.13115
275,06/10/2019 06:35,1.13115,1.1312,1.13115,1.13116
276,06/10/2019 06:36,1.13116,1.13119,1.13115,1.13118
277,06/10/2019 06:37,1.13117,1.13119,1.13113,1.13119
278,06/10/2019 06:38,1.13119,1.13123,1.13117,1.13119
279,06/10/2019 06:39,1.13118,1.13119,1.13112,1.13113
280,06/10/2019 06:40,1.13113,1.13114,1.13108,1.13114
281,06/10/2019 06:41,1.13113,1.13135,1.13113,1.1313
282,06/10/2019 06:42,1.13129,1.13138,1.13129,1.13135
283,06/10/2019 06:43,1.13134,1.13143,1.13131,1.1314
284,06/10/2019 06:44,1.13139,1.13145,1.13139,1.13145
285,06/10/2019 06:45,1.13145,1.13155,1.13144,1.13145
286,06/10/2019 06:46,1.13146,1.13146,1.13141,1.13141
287,06/10/2019 06:47,1.13142,1.13142,1.13135,1.13135
288,06/10/2019 06:48,1.13138,1.13139,1.13131,1.13137
289,06/10/2019 06:49,1.13136,1.13141,1.13136,1.13141
290,06/10/2019 06:50,1.13141,1.13143,1.1314,1.13143
291,06/10/2019 06:51,1.13141,1.13141,1.13139,1.1314
292,06/10/2019 06:52,1.13141,1.13141,1.13131,1.13131
293,06/10/2019 06:53,1.1313,1.13136,1.1313,1.13134
294,06/10/2019 06:54,1.13134,1.13134,1.13133,1.13133
295,06/10/2019 06:55,1.13133,1.13135,1.1313,1.1313
296,06/10/2019 06:56,1.1313,1.1313,1.13123,1.13128
297,06/10/2019 06:57,1.13128,1.13129,1.13118,1.13123
298,06/10/2019 06:58,1.13123,1.13127,1.13121,1.13123
299,06/10/2019 06:59,1.13123,1.13132,1.1312,1.1313
300,06/10/2019 07:00,1.13131,1.13138,1.1313,1.13134
301,06/10/2019 07:01,1.13134,1.13138,1.13133,1.13137
302,06/10/2019 07:02,1.13138,1.13141,1.13137,1.13139
303,06/10/2019 07:03,1.13141,1.13147,1.13138,1.13143
304,06/10/2019 07:04,1.13143,1.13145,1.13141,1.13141
305,06/10/2019 07:05,1.13142,1.13145,1.13138,1.13138
306,06/10/2019 07:06,1.1314,1.13144,1.13139,1.13141
307,06/10/2019 07:07,1.13142,1.13145,1.1314,1.13144
308,06/10/2019 07:08,1.13144,1.13145,1.13144,1.13144
309,06/10/2019 07:09,1.13145,1.13148,1.1314,1.1314
310,06/10/2019 07:10,1.13141,1.13141,1.13133,1.13134
311,06/10/2019 07:11,1.13134,1.13139,1.13132,1.13135
312,06/10/2019 07:12,1.13136,1.13142,1.13133,1.13137
313,06/10/2019 07:13,1.13137,1.13143,1.13137,1.13143
314,06/10/2019 07:14,1.13143,1.13146,1.13143,1.13145
315,06/10/2019 07:15,1.13145,1.13147,1.13145,1.13145
316,06/10/2019 07:16,1.13146,1.13146,1.13145,1.13146
317,06/10/2019 07:17,1.13145,1.13145,1.13131,1.13132
318,06/10/2019 07:18,1.13132,1.13133,1.13131,1.13132
319,06/10/2019 07:19,1.13133,1.13136,1.13132,1.13135
320,06/10/2019 07:20,1.13136,1.13136,1.13131,1.13133
321,06/10/2019 07:21,1.13133,1.13136,1.1313,1.13131
322,06/10/2019 07:22,1.1313,1.13134,1.13129,1.1313
323,06/10/2019 07:23,1.1313,1.13135,1.1313,1.13131
324,06/10/2019 07:24,1.13132,1.13136,1.13131,1.13135
325,06/10/2019 07:25,1.13134,1.13135,1.13131,1.13132
326,06/10/2019 07:26,1.13132,1.13132,1.13131,1.13131
327,06/10/2019 07:27,1.13131,1.13131,1.1313,1.13131
328,06/10/2019 07:28,1.13131,1.13131,1.1313,1.1313
329,06/10/2019 07:29,1.13131,1.13132,1.1313,1.13131
330,06/10/2019 07:30,1.13131,1.13132,1.13131,1.13131
331,06/10/2019 07:31,1.13131,1.13131,1.13131,1.13131
332,06/10/2019 07:32,1.1313,1.13132,1.1313,1.13132
333,06/10/2019 07:33,1.13132,1.13132,1.1313,1.13131
334,06/10/2019 07:34,1.1313,1.1313,1.13122,1.13123
335,06/10/2019 07:35,1.13122,1.13127,1.13121,1.13126
336,06/10/2019 07:36,1.13126,1.13126,1.13125,1.13125
337,06/10/2019 07:37,1.13126,1.13127,1.13125,1.13125
338,06/10/2019 07:38,1.13126,1.13126,1.13125,1.13125
339,06/10/2019 07:39,1.13126,1.13127,1.13126,1.13126
340,06/10/2019 07:40,1.13127,1.13129,1.13122,1.13122
341,06/10/2019 07:41,1.13122,1.13122,1.1312,1.1312
342,06/10/2019 07:42,1.13121,1.13122,1.13116,1.13116
343,06/10/2019 07:43,1.13116,1.1312,1.13114,1.13115
344,06/10/2019 07:44,1.13115,1.13116,1.13113,1.13114
345,06/10/2019 07:45,1.13112,1.13112,1.13104,1.13106
346,06/10/2019 07:46,1.13105,1.13106,1.13104,1.13105
347,06/10/2019 07:47,1.13105,1.13114,1.13105,1.13111
348,06/10/2019 07:48,1.13111,1.13112,1.1311,1.13111
349,06/10/2019 07:49,1.13112,1.13113,1.1311,1.1311
350,06/10/2019 07:50,1.1311,1.13114,1.1311,1.13114
351,06/10/2019 07:51,1.13113,1.13114,1.1311,1.13111
352,06/10/2019 07:52,1.13112,1.13114,1.13109,1.13114
353,06/10/2019 07:53,1.13114,1.13114,1.1311,1.1311
354,06/10/2019 07:54,1.1311,1.13111,1.13108,1.13109
355,06/10/2019 07:55,1.1311,1.1311,1.13108,1.13109
356,06/10/2019 07:56,1.13109,1.1311,1.13104,1.13104
357,06/10/2019 07:57,1.13105,1.13109,1.13104,1.13108
358,06/10/2019 07:58,1.13108,1.1311,1.13106,1.13109
359,06/10/2019 07:59,1.13109,1.1311,1.13108,1.13109
360,06/10/2019 08:00,1.13108,1.13112,1.13108,1.13111
361,06/10/2019 08:01,1.13111,1.13114,1.13111,1.13114
362,06/10/2019 08:02,1.13114,1.13115,1.13109,1.13109
363,06/10/2019 08:03,1.13109,1.1311,1.13108,1.13109
364,06/10/2019 08:04,1.13108,1.13109,1.13105,1.13108
365,06/10/2019 08:05,1.13108,1.13109,1.13108,1.13109
366,06/10/2019 08:06,1.13109,1.13114,1.13108,1.13109
367,06/10/2019 08:07,1.13108,1.13109,1.13104,1.13108
368,06/10/2019 08:08,1.13108,1.13112,1.13106,1.13112
369,06/10/2019 08:09,1.13111,1.13113,1.13107,1.13107
370,06/10/2019 08:10,1.13108,1.1311,1.13107,1.1311
371,06/10/2019 08:11,1.13109,1.1311,1.13108,1.13108
372,06/10/2019 08:12,1.13108,1.13109,1.13103,1.13104
373,06/10/2019 08:13,1.13103,1.13108,1.13102,1.13105
374,06/10/2019 08:14,1.13104,1.13106,1.13103,1.13105
375,06/10/2019 08:15,1.13105,1.13105,1.13088,1.13093
376,06/10/2019 08:16,1.13093,1.13093,1.13083,1.13088
377,06/10/2019 08:17,1.13088,1.13088,1.13072,1.13073
378,06/10/2019 08:18,1.13074,1.13083,1.13073,1.13081
379,06/10/2019 08:19,1.13082,1.13083,1.13077,1.13083
380,06/10/2019 08:20,1.13084,1.13087,1.13082,1.13083
381,06/10/2019 08:21,1.13083,1.13083,1.13077,1.13077
382,06/10/2019 08:22,1.13077,1.13081,1.13074,1.13081
383,06/10/2019 08:23,1.13083,1.13083,1.13081,1.13082
384,06/10/2019 08:24,1.13082,1.13082,1.13072,1.13079
385,06/10/2019 08:25,1.1308,1.13085,1.13076,1.13081
386,06/10/2019 08:26,1.13082,1.13084,1.13077,1.13077
387,06/10/2019 08:27,1.13077,1.13077,1.13066,1.13068
388,06/10/2019 08:28,1.13068,1.13076,1.13068,1.13072
389,06/10/2019 08:29,1.13072,1.13076,1.1307,1.13072
390,06/10/2019 08:30,1.13072,1.13074,1.13071,1.13073
391,06/10/2019 08:31,1.13073,1.13074,1.13072,1.13073
392,06/10/2019 08:32,1.13072,1.13074,1.1307,1.13073
393,06/10/2019 08:33,1.13073,1.13074,1.13072,1.13072
394,06/10/2019 08:34,1.13073,1.13074,1.13072,1.13073
395,06/10/2019 08:35,1.13074,1.13074,1.13072,1.13072
396,06/10/2019 08:36,1.13073,1.13074,1.13072,1.13074
397,06/10/2019 08:37,1.13074,1.13074,1.13072,1.13072
398,06/10/2019 08:38,1.13073,1.13086,1.13072,1.13083
399,06/10/2019 08:39,1.13083,1.1309,1.13083,1.13089
400,06/10/2019 08:40,1.1309,1.13091,1.13088,1.13089
401,06/10/2019 08:41,1.13088,1.13089,1.13086,1.13088
402,06/10/2019 08:42,1.13088,1.13089,1.13088,1.13088
403,06/10/2019 08:43,1.13089,1.1309,1.13085,1.13089
404,06/10/2019 08:44,1.1309,1.1309,1.13087,1.13088
405,06/10/2019 08:45,1.13089,1.13091,1.13088,1.13091
406,06/10/2019 08:46,1.1309,1.131,1.13089,1.131
407,06/10/2019 08:47,1.13099,1.13106,1.13095,1.13103
408,06/10/2019 08:48,1.13104,1.1311,1.13103,1.13109
409,06/10/2019 08:49,1.13109,1.13114,1.13109,1.1311
410,06/10/2019 08:50,1.1311,1.13121,1.13109,1.1312
411,06/10/2019 08:51,1.13119,1.1312,1.13116,1.13117
412,06/10/2019 08:52,1.13115,1.13116,1.13106,1.13106
413,06/10/2019 08:53,1.13105,1.13109,1.13098,1.13104
414,06/10/2019 08:54,1.13103,1.13112,1.13103,1.13109
415,06/10/2019 08:55,1.13109,1.13111,1.13093,1.13094
416,06/10/2019 08:56,1.13093,1.13094,1.13091,1.13092
417,06/10/2019 08:57,1.13093,1.13093,1.13085,1.13088
418,06/10/2019 08:58,1.13088,1.1309,1.13085,1.13085
419,06/10/2019 08:59,1.13086,1.13086,1.13075,1.13077
420,06/10/2019 09:00,1.13076,1.13082,1.13069,1.13075
421,06/10/2019 09:01,1.13076,1.13086,1.13075,1.13086
422,06/10/2019 09:02,1.13085,1.13086,1.13084,1.13085
